uri,tag_name
1461812160716324871,Contenuto
1461812160716324871,Ironia
1461842357163376641,Contenuto
1461842357163376641,Fiducia
1461822338203324416,Contenitore
1461822338203324416,Gioia
1461822338203324416,Fiducia
1461822338203324416,Amore
1461822338203324416,Contenuto
1461830572175765513,Fiducia
1461830572175765513,Contenuto
1461801769147801601,Contenuto
1461801769147801601,Disgusto
1461801769147801601,Tristezza
1461801769147801601,Sorpresa
1461825517150257161,Anticipazione
1461825517150257161,Contenuto
1461825517150257161,Tristezza
1461801848453672972,Gioia
1461801848453672972,Contenuto
1461801848453672972,Ironia
1461793733901537286,Fiducia
1461793733901537286,Contenitore
1461793733901537286,Gioia
1461831513469857792,Contenuto
1461831513469857792,Fiducia
1461831513469857792,Contenitore
1461831513469857792,Amore
1462676920907280385,Sorpresa
1462676920907280385,Contenitore
1462676920907280385,Tristezza
1461823639150546950,Ironia
1461823639150546950,Contenuto
1461823639150546950,Tristezza
1461823639150546950,Sorpresa
1462533606669262851,Contenitore
1462533606669262851,Sorpresa
1462533606669262851,Tristezza
1461841680294891524,Tristezza
1461841680294891524,Contenuto
1461841680294891524,Contenitore
1461935158668505090,Gioia
1461935158668505090,Ironia
1461840686379151364,Amore
1461840686379151364,Fiducia
1461840686379151364,Contenitore
1461840686379151364,Contenuto
1461816765118304270,Disgusto
1461816765118304270,Contenuto
1461816765118304270,Sorpresa
1461816765118304270,Rabbia
1461834338924965889,Ironia
1461834338924965889,Contenuto
1462054105694752777,Disgusto
1462054105694752777,Contenitore
1461794061594021904,Contenuto
1461794061594021904,Fiducia
1461794061594021904,Gioia
1461838780084674570,Citazione
1461838780084674570,Contenuto
1461838780084674570,Fiducia
1461828311965970436,Contenuto
1461828311965970436,Fiducia
1461795569517670407,Contenitore
1461795569517670407,Fiducia
1462762837600784390,Contenitore
1462762837600784390,Anticipazione
1462762837600784390,Disgusto
1461793180945428484,Gioia
1461793180945428484,Contenuto
1461793180945428484,Ironia
1461838180869619715,Amore
1461838180869619715,Contenuto
1461802911688794117,Contenitore
1461802911688794117,Disgusto
1461822007717371909,Fiducia
1461822007717371909,Contenuto
1461822007717371909,Contenitore
1461822007717371909,Amore
1461832959749726211,Gioia
1461832959749726211,Amore
1461832959749726211,Contenuto
1461832959749726211,Citazione
1461825474997493768,Tristezza
1461825474997493768,Sorpresa
1461825474997493768,Contenuto
1462000546055925760,Fiducia
1462000546055925760,Amore
1462000546055925760,Rabbia
1462000546055925760,Contenuto
1462000546055925760,Gioia
1461840616975912961,Fiducia
1461840616975912961,Contenuto
1461840616975912961,Tristezza
1461784645733916679,Contenitore
1461784645733916679,Gioia
1461830196303171588,Contenuto
1461830196303171588,Paura
1461830196303171588,Fiducia
1461830196303171588,Sorpresa
1461845301782851587,Ironia
1461845301782851587,Gioia
1461845301782851587,Contenuto
1461804328180670468,Citazione
1461804328180670468,Contenuto
1461804328180670468,Ironia
1461804328180670468,Gioia
1461936050260033542,Contenitore
1461936050260033542,Rabbia
1461936050260033542,Disgusto
1461936050260033542,Offensivita
1461797452122669059,Disgusto
1461797452122669059,Offensivita
1461797452122669059,Rabbia
1461797452122669059,Contenitore
1461826515713376257,Contenuto
1461826515713376257,Rabbia
1461826515713376257,Tristezza
1461826515713376257,Disgusto
1461799501283446792,Fiducia
1461799501283446792,Gioia
1461799501283446792,Contenitore
1461842198132101123,Ironia
1461842198132101123,Gioia
1461842198132101123,Contenuto
1461824617845342209,Fiducia
1461824617845342209,Contenitore
1461824195868991489,Contenuto
1461824195868991489,Amore
1461833793287958529,Contenuto
1461833793287958529,Ironia
1461809293745864705,Contenuto
1461809293745864705,Gioia
1461800858623037454,Ironia
1461800858623037454,Rabbia
1461800858623037454,Contenitore
1461800858623037454,Sorpresa
1461796433791791110,Disgusto
1461796433791791110,Rabbia
1461796433791791110,Offensivita
1461796433791791110,Contenitore
1461813921359273985,Gioia
1461813921359273985,Contenitore
1461793085713752067,Incomprensibile
1461805073680453641,Contenitore
1461805073680453641,Ironia
1461805073680453641,Gioia
1461813791226744841,Fiducia
1461813791226744841,Sorpresa
1461813791226744841,Contenuto
1461839445724909579,Contenuto
1461839445724909579,Rabbia
1461839445724909579,Disgusto
1461845426336940034,Ironia
1461845426336940034,Contenuto
1461834816312258564,Ironia
1461834816312258564,Contenuto
1461834816312258564,Fiducia
1461834816312258564,Gioia
1461798292354908164,Contenuto
1461798292354908164,Ironia
1461823643395272705,Sorpresa
1461823643395272705,Disgusto
1461823643395272705,Contenuto
1461812282569203716,Citazione
1461812282569203716,Ironia
1461812282569203716,Contenuto
1461803543384535049,Contenitore
1461803543384535049,Gioia
1461803543384535049,Ironia
1461803543384535049,Fiducia
1462041615695060997,Contenitore
1462041615695060997,Offensivita
1462041615695060997,Rabbia
1462041615695060997,Disgusto
1461812607929794560,Contenuto
1461812607929794560,Ironia
1461812607929794560,Gioia
1461835417041395717,Contenuto
1461835417041395717,Disgusto
1461835417041395717,Rabbia
1461835417041395717,Tristezza
1461813289118220289,Tristezza
1461813289118220289,Offensivita
1461813289118220289,Anticipazione
1461826239312846848,Contenuto
1461826239312846848,Amore
1461825589778726918,Tristezza
1461825589778726918,Contenuto
1461825589778726918,Disgusto
1461831243469832202,Contenuto
1461831243469832202,Fiducia
1461831243469832202,Amore
1461831243469832202,Gioia
1461821420716150796,Contenuto
1461821420716150796,Tristezza
1461821420716150796,Disgusto
1461823510423220228,Disgusto
1461823510423220228,Tristezza
1461823510423220228,Contenuto
1461823510423220228,Anticipazione
1461840343243149312,Contenitore
1461840343243149312,Disgusto
1461840343243149312,Contenuto
1461840343243149312,Sorpresa
1461847821406162946,Incomprensibile
1461830631030206472,Disgusto
1461830631030206472,Tristezza
1461830631030206472,Sorpresa
1461830631030206472,Contenuto
1461797577310060548,Ironia
1461797577310060548,Sorpresa
1461797577310060548,Contenuto
1461797577310060548,Tristezza
1461801717612302339,Contenuto
1461801717612302339,Sarcasmo
1461801717612302339,Disgusto
1461847764313251843,Amore
1461847764313251843,Fiducia
1461847764313251843,Contenuto
1461792799968399362,Contenitore
1461792799968399362,Gioia
1461792799968399362,Anticipazione
1462362393569333248,Contenitore
1462362393569333248,Disgusto
1461838233516580875,Fiducia
1461838233516580875,Contenuto
1462409891528724484,Incomprensibile
1463117063736725510,Ironia
1463117063736725510,Contenuto
1463117063736725510,Gioia
1461810667569221636,Anticipazione
1461810667569221636,Fiducia
1461810667569221636,Gioia
1461810667569221636,Amore
1461810667569221636,Contenitore
1461810667569221636,Tristezza
1461807304748290054,Contenuto
1461822302820179971,Sorpresa
1461822302820179971,Contenuto
1461822302820179971,Disgusto
1461822302820179971,Tristezza
1461839626797293579,Tristezza
1461839626797293579,Sorpresa
1461839626797293579,Contenuto
1461829824931057671,Contenuto
1461829824931057671,Sorpresa
1461825890510426125,Contenuto
1461825890510426125,Tristezza
1461848434642767876,Contenitore
1461758960109764612,Ironia
1461758960109764612,Contenuto
1461758960109764612,Sorpresa
1461850102356656136,Gioia
1461850102356656136,Contenuto
1461850102356656136,Amore
1461796121047670797,Contenuto
1461796121047670797,Ironia
1461796121047670797,Gioia
1461796461667143681,Disgusto
1461796461667143681,Contenuto
1461796461667143681,Sorpresa
1461835405943312394,Gioia
1461835405943312394,Ironia
1461835405943312394,Contenuto
1461981977163223045,Rabbia
1461981977163223045,Contenitore
1461798253662547972,Sorpresa
1461798253662547972,Gioia
1461798253662547972,Ironia
1461798253662547972,Contenuto
1461821465926451210,Sorpresa
1461821465926451210,Paura
1461821465926451210,Contenuto
1461792821212557320,Contenitore
1461792821212557320,Fiducia
1461792821212557320,Gioia
1461825738320101376,Contenuto
1461838673260032009,Contenuto
1461838673260032009,Gioia
1461838673260032009,Amore
1461838673260032009,Fiducia
1461798739086127105,Gioia
1461798739086127105,Contenuto
1461798739086127105,Ironia
1461804340558110725,Contenuto
1461804340558110725,Gioia
1461804340558110725,Contenitore
1461797639314362382,Disgusto
1461797639314362382,Contenuto
1461797639314362382,Sarcasmo
1461825555897233412,Contenuto
1461825555897233412,Tristezza
1461799671370862594,Fiducia
1461799671370862594,Gioia
1461799671370862594,Contenuto
1461815512040620036,Ironia
1461815512040620036,Anticipazione
1461815512040620036,Tristezza
1461815512040620036,Contenuto
1461844960827826177,Amore
1461844960827826177,Contenitore
1461844960827826177,Ironia
1461844960827826177,Gioia
1461797722684542981,Contenuto
1461797722684542981,Ironia
1461797722684542981,Gioia
1461797722684542981,Sorpresa
1461808119923851280,Contenuto
1461808119923851280,Fiducia
1461808119923851280,Amore
1461808119923851280,Sorpresa
1461830430232043525,Ironia
1461830430232043525,Contenuto
1461798547146354693,Sarcasmo
1461798547146354693,Contenuto
1461798547146354693,Gioia
1461824579853332485,Sorpresa
1461824579853332485,Tristezza
1461824579853332485,Disgusto
1461824579853332485,Contenuto
1461824579853332485,Rabbia
1461823724634750985,Tristezza
1461823724634750985,Sorpresa
1461823724634750985,Disgusto
1461823724634750985,Contenuto
1461822769390362627,Paura
1461822769390362627,Contenuto
1461822769390362627,Tristezza
1461795460889382920,Contenuto
1461795460889382920,Neutro
1461818730833448977,Contenuto
1461818730833448977,Paura
1461818730833448977,Sorpresa
1461818730833448977,Ironia
1461793920929742855,Gioia
1461793920929742855,Ironia
1461793920929742855,Contenuto
1461819682571366400,Contenuto
1461828264549355525,Fiducia
1461828264549355525,Contenuto
1461851884310908928,Contenitore
1461851884310908928,Neutro
1461799133124173839,Disgusto
1461799133124173839,Contenuto
1461793719267598342,Contenitore
1461815729054011398,Fiducia
1462917733650251782,Fiducia
1462917733650251782,Contenuto
1462917733650251782,Contenitore
1462917733650251782,Gioia
1462917733650251782,Amore
1461819341519863810,Contenuto
1461819341519863810,Paura
1461819341519863810,Tristezza
1461819341519863810,Sorpresa
1461797779458695170,Contenuto
1461797779458695170,Fiducia
1461797779458695170,Disgusto
1461797779458695170,Amore
1461797779458695170,Offensivita
1461797779458695170,Tristezza
1461797779458695170,Sorpresa
1461824651206840321,Contenuto
1461824651206840321,Tristezza
1461824651206840321,Fiducia
1461824651206840321,Anticipazione
1461803997954777096,Sorpresa
1461803997954777096,Contenuto
1461803997954777096,Gioia
1461798499830411276,Contenuto
1461798499830411276,Sarcasmo
1461781815052713989,Ironia
1461781815052713989,Contenitore
1461848063841026053,Ironia
1461848063841026053,Sorpresa
1461848063841026053,Contenitore
1461800042134753287,Neutro
1461800042134753287,Ironia
1461800042134753287,Contenuto
1461839434081619976,Contenuto
1461839434081619976,Sorpresa
1461821188544598016,Fiducia
1461821188544598016,Contenuto
1461821188544598016,Contenitore
1461825969556234250,Sorpresa
1461825969556234250,Tristezza
1461825969556234250,Fiducia
1461825969556234250,Contenuto
1461830339916144640,Disgusto
1461830339916144640,Contenuto
1461830339916144640,Citazione
1461830339916144640,Ironia
1461804927685120001,Paura
1461804927685120001,Anticipazione
1461804927685120001,Contenuto
1461794038810656769,Fiducia
1461794038810656769,Contenuto
1461794038810656769,Tristezza
1461797158739451914,Contenuto
1461797158739451914,Tristezza
1461797158739451914,Fiducia
1461802552736063491,Contenuto
1461802552736063491,Citazione
1461829185048043520,Contenuto
1461829185048043520,Tristezza
1461829185048043520,Rabbia
1461832356596228096,Ironia
1461832356596228096,Contenuto
1461832356596228096,Gioia
1461815560363257857,Contenitore
1461815560363257857,Contenuto
1461815560363257857,Amore
1461815560363257857,Gioia
1461815560363257857,Ironia
1462016486860546050,Amore
1462016486860546050,Contenuto
1462016486860546050,Fiducia
1461835030968348675,Contenuto
1461835030968348675,Sorpresa
1461823348061650949,Contenuto
1461823348061650949,Paura
1461823348061650949,Tristezza
1461811580455247872,Neutro
1461811580455247872,Ironia
1461811580455247872,Contenuto
1461811580455247872,Citazione
1462013315262132232,Offensivita
1462013315262132232,Contenitore
1462013315262132232,Disgusto
1462013315262132232,Rabbia
1462013315262132232,Sarcasmo
1461806487416852480,Fiducia
1461806487416852480,Contenitore
1461806487416852480,Ironia
1461819366035570691,Contenuto
1461819366035570691,Ironia
1461795913974829066,Contenuto
1461841379563298819,Ironia
1461841379563298819,Contenuto
1461841379563298819,Gioia
1461800661746696207,Gioia
1461800661746696207,Amore
1461800661746696207,Contenuto
1461812689706131461,Ironia
1461812689706131461,Contenuto
1461841289054498818,Fiducia
1461841289054498818,Citazione
1461987008440635393,Contenitore
1461987008440635393,Disgusto
1462918070062747655,Contenuto
1462918070062747655,Sorpresa
1462918070062747655,Disgusto
1461807992215687174,Contenuto
1461819526895607817,Sorpresa
1461819526895607817,Gioia
1461819526895607817,Contenuto
1461804257586434053,Contenuto
1461804257586434053,Ironia
1461804257586434053,Gioia
1461798280157974537,Contenuto
1461798280157974537,Gioia
1461798280157974537,Fiducia
1461798280157974537,Sorpresa
1461809966969495559,Rabbia
1461809966969495559,Ironia
1462245639455182855,Contenitore
1462245639455182855,Contenuto
1462245639455182855,Tristezza
1462245639455182855,Rabbia
1462245639455182855,Fiducia
1461839141503741958,Tristezza
1461839141503741958,Fiducia
1461839141503741958,Contenuto
1461831113849155590,Fiducia
1461831113849155590,Contenitore
1461818704371585027,Ironia
1461818704371585027,Contenuto
1461818704371585027,Gioia
1461839451777380354,Ironia
1461839451777380354,Contenitore
1461839451777380354,Amore
1461839451777380354,Fiducia
1461976579685367811,Contenitore
1461976579685367811,Tristezza
1461976579685367811,Sorpresa
1461841485175955460,Fiducia
1461841485175955460,Contenitore
1461811856285356046,Contenuto
1461811856285356046,Fiducia
1461823200912887815,Sorpresa
1461823200912887815,Disgusto
1461823200912887815,Contenuto
1461812602321911808,Amore
1461812602321911808,Fiducia
1461812602321911808,Contenuto
1461812053061029892,Contenuto
1461812053061029892,Ironia
1461812053061029892,Gioia
1461803600330559495,Contenuto
1461803600330559495,Citazione
1461969602301382656,Disgusto
1461969602301382656,Contenuto
1461969602301382656,Contenitore
1461819887509291008,Ironia
1461850329860001799,Contenitore
1461850329860001799,Ironia
1462011693685432323,Contenitore
1462011693685432323,Disgusto
1462024509813403656,Disgusto
1462024509813403656,Offensivita
1462024509813403656,Contenitore
1462024509813403656,Rabbia
1461801396412588032,Sorpresa
1461801396412588032,Ironia
1461801396412588032,Contenuto
1461804938657513472,Contenitore
1461804938657513472,Fiducia
1461804938657513472,Gioia
1461840187407966211,Fiducia
1461840187407966211,Contenuto
1461837493209378818,Contenuto
1461837493209378818,Tristezza
1461837493209378818,Paura
1461812251254575104,Gioia
1461812251254575104,Fiducia
1461812251254575104,Contenuto
1461837498720657415,Neutro
1461837498720657415,Contenuto
1461821616988504066,Anticipazione
1461821616988504066,Contenitore
1461821616988504066,Fiducia
1462819765995642884,Fiducia
1462819765995642884,Gioia
1462819765995642884,Contenuto
1462819765995642884,Amore
1461793942979108867,Fiducia
1461793942979108867,Amore
1461793942979108867,Contenuto
1461841815838109700,Tristezza
1461841815838109700,Contenuto
1461841815838109700,Sorpresa
1461848358176370690,Gioia
1461848358176370690,Ironia
1461826243016413188,Tristezza
1461826243016413188,Fiducia
1461826243016413188,Contenuto
1461811731525742596,Contenitore
1461811731525742596,Sorpresa
1461811731525742596,Disgusto
1461831537675145220,Sorpresa
1461831537675145220,Amore
1461831537675145220,Contenuto
1461831537675145220,Fiducia
1461813058880380935,Gioia
1461813058880380935,Ironia
1461813058880380935,Contenuto
1461831003585105921,Ironia
1461831003585105921,Neutro
1461831003585105921,Contenuto
1461799813184380935,Contenuto
1461799813184380935,Disgusto
1461809852016168960,Gioia
1461809852016168960,Contenuto
1461763306511872009,Sorpresa
1461763306511872009,Ironia
1461763306511872009,Contenuto
1461763306511872009,Gioia
1461832904665927684,Rabbia
1461832904665927684,Tristezza
1461832904665927684,Fiducia
1461832904665927684,Contenuto
1461810088977518605,Contenuto
1461810088977518605,Ironia
1461810088977518605,Sorpresa
1461804289391738887,Ironia
1461804289391738887,Neutro
1461804289391738887,Contenuto
1461792891194466305,Fiducia
1461792891194466305,Contenitore
1461792891194466305,Gioia
1461822196796596225,Fiducia
1461822196796596225,Contenuto
1461830480236621842,Sorpresa
1461830480236621842,Ironia
1461830480236621842,Contenuto
1461830480236621842,Disgusto
1461839569742094340,Disgusto
1461839569742094340,Contenuto
1461839569742094340,Sorpresa
1461845450995163142,Ironia
1461845450995163142,Contenuto
1461832822067539973,Ironia
1461832822067539973,Gioia
1461832822067539973,Contenuto
1461802785339498498,Contenuto
1461802785339498498,Fiducia
1461802785339498498,Anticipazione
1461825015620509708,Contenitore
1461825015620509708,Ironia
1461825015620509708,Disgusto
1461832803260243968,Anticipazione
1461832803260243968,Contenuto
1461832803260243968,Paura
1461808876811079680,Amore
1461808876811079680,Contenitore
1461808876811079680,Fiducia
1461799345846734849,Anticipazione
1461799345846734849,Contenuto
1461799345846734849,Fiducia
1461824659989712898,Sorpresa
1461824659989712898,Contenuto
1461824659989712898,Ironia
1461824659989712898,Tristezza
1461848440632188935,Contenuto
1461848440632188935,Sorpresa
1461824230329393155,Contenuto
1461824230329393155,Disgusto
1461829520688914435,Sorpresa
1461829520688914435,Paura
1461829520688914435,Contenuto
1461829520688914435,Contenitore
1461741120300494852,Gioia
1461741120300494852,Contenuto
1461845411686195201,Ironia
1461845411686195201,Contenitore
1461845411686195201,Sorpresa
1461840099373686791,Contenuto
1461840099373686791,Rabbia
1461840099373686791,Disgusto
1462327720193449984,Contenitore
1462327720193449984,Disgusto
1462327720193449984,Offensivita
1461796005234585609,Sarcasmo
1461796005234585609,Contenuto
1461835864552661003,Contenuto
1461835864552661003,Neutro
1461835864552661003,Citazione
1461815654739230720,Ironia
1461815654739230720,Fiducia
1461815654739230720,Gioia
1461815654739230720,Contenitore
1461834199229415435,Contenuto
1461834199229415435,Fiducia
1461808146658250753,Contenitore
1461808146658250753,Amore
1461808146658250753,Gioia
1461808146658250753,Fiducia
1461817588560846865,Anticipazione
1461817588560846865,Contenuto
1461817588560846865,Tristezza
1461817588560846865,Paura
1461819998956101632,Contenuto
1461824677039550467,Tristezza
1461824677039550467,Contenuto
1461824677039550467,Sorpresa
1461800966911627266,Contenuto
1461800966911627266,Gioia
1461797601469247494,Incomprensibile
1461808291764441096,Contenuto
1461844234462543875,Incomprensibile
1461793083960578061,Contenitore
1461793083960578061,Gioia
1461665139820838913,Disgusto
1461665139820838913,Ironia
1461665139820838913,Contenuto
1461665139820838913,Offensivita
1461800223173492739,Contenitore
1461800223173492739,Fiducia
1462738695296061440,Ironia
1462738695296061440,Gioia
1461809771078729729,Ironia
1461809771078729729,Contenuto
1461809771078729729,Gioia
1461810145558728707,Ironia
1461810145558728707,Contenuto
1462912706307100680,Offensivita
1462912706307100680,Contenitore
1462912706307100680,Disgusto
1461835098618216450,Contenuto
1461835098618216450,Sorpresa
1461835098618216450,Contenitore
1461850567341449221,Ironia
1461850567341449221,Contenuto
1461807505114292236,Contenuto
1461807505114292236,Amore
1461807505114292236,Fiducia
1461818459298357249,Contenitore
1461818459298357249,Fiducia
1461808227428048897,Sorpresa
1461808227428048897,Contenuto
1461808227428048897,Disgusto
1461802202469748745,Contenuto
1461802202469748745,Neutro
1461850823911260170,Incomprensibile
1461819991129526276,Gioia
1461819991129526276,Contenuto
1461823125780373505,Disgusto
1461823125780373505,Contenuto
1461823125780373505,Sorpresa
1461823125780373505,Tristezza
1461846829646196744,Ironia
1461846829646196744,Gioia
1461846829646196744,Sorpresa
1461846829646196744,Contenuto
1461809980982632459,Ironia
1461809980982632459,Contenuto
1461823302041800710,Contenuto
1461823302041800710,Amore
1461823302041800710,Tristezza
1461809298120577039,Incomprensibile
1461829529794662404,Gioia
1461829529794662404,Contenitore
1461829529794662404,Fiducia
1462098859744768005,Contenitore
1462098859744768005,Sorpresa
1462098859744768005,Disgusto
1461817427445141509,Contenuto
1461817427445141509,Tristezza
1461823318412177412,Contenuto
1461823318412177412,Sorpresa
1461823318412177412,Tristezza
1461824989322260493,Contenuto
1461824989322260493,Tristezza
1461824989322260493,Disgusto
1461824989322260493,Rabbia
1461824989322260493,Paura
1461973707442868228,Contenuto
1462011685200445448,Offensivita
1462011685200445448,Contenitore
1462011685200445448,Disgusto
1461846265935937537,Disgusto
1461846265935937537,Contenuto
1461823034902331405,Contenuto
1461823034902331405,Amore
1461823034902331405,Fiducia
1461816415971942405,Contenuto
1461816415971942405,Citazione
1461816415971942405,Ironia
1461816415971942405,Gioia
1461804077227122698,Contenuto
1461801416008290304,Incomprensibile
1461983727035334661,Fiducia
1461983727035334661,Contenitore
1461799425739743235,Gioia
1461799425739743235,Contenuto
1461799425739743235,Ironia
1461811501954740224,Gioia
1461811501954740224,Contenuto
1461811501954740224,Citazione
1461822845793849345,Contenuto
1461822845793849345,Amore
1461807553386627080,Gioia
1461807553386627080,Contenuto
1461807553386627080,Amore
1461240281622319105,Gioia
1461240281622319105,Ironia
1461240281622319105,Contenuto
1461772343383142402,Contenitore
1461772343383142402,Fiducia
1461838772220436480,Contenuto
1461838772220436480,Fiducia
1461838772220436480,Contenitore
1461838772220436480,Amore
1461823416475000835,Citazione
1461823416475000835,Contenuto
1461823416475000835,Fiducia
1461804681236262924,Ironia
1461804681236262924,Contenuto
1461809483995394570,Ironia
1461809483995394570,Sorpresa
1461809483995394570,Fiducia
1461809483995394570,Contenuto
1461809483995394570,Gioia
1461797841727332366,Contenuto
1461797841727332366,Ironia
1461797841727332366,Tristezza
1461840558062817282,Contenuto
1461840558062817282,Disgusto
1461794974115278860,Anticipazione
1461794974115278860,Ironia
1461794974115278860,Contenuto
1461800219847319553,Amore
1461824200264622087,Disgusto
1461824200264622087,Rabbia
1461824200264622087,Contenuto
1461824200264622087,Sorpresa
1461831718403555329,Contenuto
1461831718403555329,Disgusto
1461831718403555329,Rabbia
1461831718403555329,Sorpresa
1461852191099129856,Contenuto
1461852191099129856,Ironia
1461852191099129856,Gioia
1461835215006019586,Rabbia
1461835215006019586,Disgusto
1461835215006019586,Contenuto
1461836641157406727,Ironia
1461836641157406727,Contenuto
1461836641157406727,Fiducia
1461836641157406727,Gioia
1462000152470859776,Disgusto
1462000152470859776,Contenitore
1462000152470859776,Sarcasmo
1461840224124866560,Tristezza
1461840224124866560,Contenuto
1461840224124866560,Rabbia
1461840224124866560,Disgusto
1461839077158920194,Fiducia
1461839077158920194,Contenitore
1461839077158920194,Contenuto
1461812144983486477,Contenuto
1461812144983486477,Fiducia
1461843241171570692,Ironia
1461843241171570692,Contenitore
1461794617339359239,Sorpresa
1461794617339359239,Contenuto
1461794617339359239,Disgusto
1461840583220154371,Contenuto
1461840583220154371,Amore
1461840583220154371,Sorpresa
1461843758568427528,Contenuto
1461843758568427528,Tristezza
1461843758568427528,Anticipazione
1461802360569749508,Contenuto
1461802360569749508,Sorpresa
1461820543179665433,Gioia
1461820543179665433,Ironia
1461820543179665433,Contenitore
1461820543179665433,Fiducia
1461820543179665433,Sorpresa
1461825534334230532,Contenuto
1461825534334230532,Tristezza
1461825534334230532,Paura
1463275400554070030,Incomprensibile
1461862115640233986,Incomprensibile
1461817967352688640,Contenuto
1461817967352688640,Tristezza
1461831227577667597,Fiducia
1461831227577667597,Contenuto
1461834749450805250,Ironia
1461834749450805250,Gioia
1461834749450805250,Contenuto
1461835844067762186,Contenuto
1461835844067762186,Tristezza
1461835844067762186,Paura
1461828195418873859,Sorpresa
1461828195418873859,Ironia
1461828195418873859,Contenuto
1461828195418873859,Fiducia
1461828195418873859,Gioia
1461840170974683140,Contenitore
1461840170974683140,Rabbia
1461830135049564165,Incomprensibile
1462068266977878028,Incomprensibile
1462488627645136904,Fiducia
1462488627645136904,Contenitore
1461799635710877702,Contenitore
1461823809372233731,Contenitore
1461823809372233731,Contenuto
1461823809372233731,Fiducia
1461824834162376719,Disgusto
1461824834162376719,Tristezza
1461824834162376719,Rabbia
1461824834162376719,Contenuto
1461824834162376719,Sorpresa
1461811589959593988,Contenuto
1461811589959593988,Fiducia
1461811589959593988,Amore
1461841010359742469,Contenuto
1461841010359742469,Disgusto
1461841010359742469,Rabbia
1461984734624559110,Contenitore
1461984734624559110,Sorpresa
1461984734624559110,Tristezza
1461839705008447489,Disgusto
1461839705008447489,Contenuto
1461839705008447489,Tristezza
1461839705008447489,Rabbia
1461849740719673344,Contenuto
1461849740719673344,Amore
1461833853870481414,Gioia
1461833853870481414,Contenuto
1461817295634841604,Paura
1461817295634841604,Sorpresa
1461817295634841604,Contenuto
1461817295634841604,Tristezza
1461797514349326349,Ironia
1461797514349326349,Contenuto
1461839777930567682,Sorpresa
