uri,tag_name
1461824228081164291,Fiducia
1461824228081164291,Anticipazione
1461824228081164291,Contenuto
1461800576434556936,Sorpresa
1461800576434556936,Contenuto
1461800909646798850,Anticipazione
1461800909646798850,Gioia
1461800909646798850,Fiducia
1462040016679489540,Disgusto
1462040016679489540,Rabbia
1462040016679489540,Contenitore
1462040016679489540,Sarcasmo
1461797051554058243,Contenitore
1461797051554058243,Gioia
1461826337824514054,Contenuto
1461951379061329920,Contenitore
1461808355400458240,Gioia
1461808355400458240,Contenitore
1463128411594006533,Contenitore
1463128411594006533,Fiducia
1461818027050156038,Fiducia
1461818027050156038,Gioia
1461818027050156038,Contenitore
1461794098445176836,Amore
1461815064625831942,Amore
1461815064625831942,Gioia
1461815064625831942,Fiducia
1461815064625831942,Contenuto
1461809813902577670,Contenuto
1461817934616141833,Contenuto
1461817934616141833,Contenitore
1461817934616141833,Tristezza
1461817934616141833,Fiducia
1461808311100223489,Contenitore
1461796387264344073,Contenitore
1461796387264344073,Fiducia
1461839773748846598,Contenuto
1461839773748846598,Fiducia
1461839773748846598,Amore
1461940753316384771,Fiducia
1461940753316384771,Tristezza
1461940753316384771,Contenuto
1461866608104812544,Fiducia
1461866608104812544,Gioia
1461866608104812544,Contenitore
1461850571007311878,Sorpresa
1461850571007311878,Contenuto
1461805463545303043,Contenitore
1461805463545303043,Neutro
1461815868413906954,Contenitore
1461836571045470220,Contenuto
1461836571045470220,Anticipazione
1461836571045470220,Disgusto
1461807946569035779,Gioia
1461807946569035779,Contenitore
1461804675691384838,Contenitore
1461807712082268166,Fiducia
1461807712082268166,Gioia
1461807712082268166,Contenitore
1461813595688378377,Contenitore
1461813595688378377,Fiducia
1461813595688378377,Citazione
1461794096515846159,Contenitore
1461794096515846159,Gioia
1461813318671347715,Contenuto
1461813318671347715,Fiducia
1461849251630272521,Gioia
1461849251630272521,Contenuto
1461789802399997957,Contenitore
1461789802399997957,Gioia
1461813348308295681,Contenuto
1461813348308295681,Ironia
1461813348308295681,Citazione
1461813348308295681,Gioia
1461963200111517696,Incomprensibile
1461794282868772873,Fiducia
1461794282868772873,Citazione
1461794282868772873,Contenuto
1461803615870402575,Fiducia
1461803615870402575,Citazione
1461803615870402575,Contenitore
1461803615870402575,Amore
1461803615870402575,Gioia
1461805225740845067,Fiducia
1461805225740845067,Contenuto
1461805225740845067,Citazione
1461805225740845067,Contenitore
1461805225740845067,Tristezza
1461793629572321295,Contenitore
1461793629572321295,Tristezza
1461872440477368323,Anticipazione
1461824079850348544,Gioia
1461824079850348544,Fiducia
1461824079850348544,Contenuto
1461796566373707782,Gioia
1461796566373707782,Contenitore
1462356068302999552,Anticipazione
1461794373398630414,Gioia
1461794373398630414,Contenuto
1461797412100620289,Contenitore
1461797412100620289,Fiducia
1461797412100620289,Gioia
1461675713770176512,Sorpresa
1461675713770176512,Ironia
1461823467393884162,Contenuto
1461802194437607425,Neutro
1461802194437607425,Contenitore
1461794343975636995,Ironia
1461794343975636995,Sorpresa
1461794343975636995,Gioia
1461834110926831623,Incomprensibile
1461794048335917066,Gioia
1461794048335917066,Contenitore
1461794048335917066,Ironia
1461846528495177733,Ironia
1461846528495177733,Contenitore
1461824516678688774,Anticipazione
1461824516678688774,Fiducia
1461824516678688774,Tristezza
1461824516678688774,Contenuto
1461824516678688774,Citazione
1461791745616797698,Ironia
1461791745616797698,Contenitore
1461791745616797698,Anticipazione
1461807847801503752,Fiducia
1461825710557995010,Fiducia
1461825710557995010,Tristezza
1461825710557995010,Contenuto
1461825710557995010,Anticipazione
1461839459423600646,Contenuto
1461839459423600646,Fiducia
1461830043995455490,Rabbia
1461830043995455490,Sorpresa
1461830043995455490,Contenuto
1461830043995455490,Disgusto
1461809481503891464,Anticipazione
1461809481503891464,Disgusto
1461820832490172421,Disgusto
1461820832490172421,Tristezza
1461820832490172421,Contenuto
1461832660653948936,Tristezza
1461832660653948936,Contenuto
1461832660653948936,Disgusto
1461832660653948936,Rabbia
1461997093883682819,Incomprensibile
1461796673919795212,Ironia
1461796673919795212,Contenitore
1461814187764723719,Gioia
1461814187764723719,Amore
1461814187764723719,Fiducia
1461814187764723719,Contenitore
1461854236258545678,Ironia
1461854236258545678,Disgusto
1461810498459086854,Contenitore
1461810498459086854,Gioia
1461830615242842117,Contenitore
1461830615242842117,Fiducia
1461830615242842117,Amore
1461830615242842117,Gioia
1461819264575361034,Gioia
1461819264575361034,Contenitore
1461814323953688583,Gioia
1461830170604720132,Contenuto
1461830170604720132,Sorpresa
1461827313776177152,Disgusto
1461827313776177152,Contenuto
1461826006440947715,Tristezza
1461826006440947715,Contenuto
1461826006440947715,Contenitore
1461803938014023684,Fiducia
1461803938014023684,Sorpresa
1461803938014023684,Contenitore
1461803938014023684,Contenuto
1461827021126963203,Contenuto
1461827021126963203,Anticipazione
1461827021126963203,Tristezza
1461796672833478665,Ironia
1461796672833478665,Gioia
1461799386841849867,Contenuto
1461799386841849867,Rabbia
1461823172429365249,Contenuto
1461823172429365249,Neutro
1461796616130678789,Sarcasmo
1461796616130678789,Contenuto
1461803934637596680,Contenuto
1461803934637596680,Citazione
1461803934637596680,Fiducia
1461822963213295629,Rabbia
1461822963213295629,Contenuto
1461822963213295629,Disgusto
1461822963213295629,Sorpresa
1461763721466982410,Rabbia
1461763721466982410,Contenitore
1461798480234614786,Contenuto
1461798480234614786,Gioia
1461814112976084995,Disgusto
1461798374475280393,Neutro
1461798374475280393,Contenitore
1461792099913945091,Ironia
1461792099913945091,Gioia
1461792099913945091,Contenitore
1461794461122498561,Fiducia
1461794461122498561,Contenuto
1461825404474466317,Fiducia
1461825404474466317,Gioia
1461825404474466317,Contenitore
1461853123073425412,Contenuto
1461853123073425412,Fiducia
1461803809810833412,Contenuto
1461803809810833412,Citazione
1461963020620513282,Incomprensibile
1461797816582524937,Contenuto
1461796822696050688,Ironia
1461796822696050688,Contenuto
1461796822696050688,Gioia
1461802830839353350,Fiducia
1461802830839353350,Contenuto
1461802830839353350,Contenitore
1461839041641558020,Fiducia
1461839041641558020,Contenitore
1461820670585847819,Neutro
1462026428661260293,Contenuto
1462026428661260293,Sorpresa
1462026428661260293,Ironia
1461797836090130440,Contenitore
1461797836090130440,Gioia
1461794646678544385,Contenitore
1461794646678544385,Fiducia
1461798188638212109,Contenuto
1461798188638212109,Sorpresa
1461798188638212109,Gioia
1461798188638212109,Ironia
1461811983918022661,Contenitore
1461811983918022661,Fiducia
1461811983918022661,Contenuto
1461801507473477638,Contenitore
1461801507473477638,Neutro
1462014650040696835,Contenitore
1462014650040696835,Rabbia
1461802998372487184,Anticipazione
1461802998372487184,Tristezza
1461802998372487184,Contenitore
1461825311583186949,Contenuto
1461825311583186949,Tristezza
1461813289374175239,Ironia
1461813289374175239,Contenitore
1461813289374175239,Gioia
1461810370629279751,Contenuto
1461810370629279751,Tristezza
1461815082829103114,Contenitore
1461815082829103114,Gioia
1461815039808221186,Paura
1461815039808221186,Contenuto
1461815039808221186,Fiducia
1461815039808221186,Tristezza
1462017107412103168,Contenitore
1462017107412103168,Rabbia
1461823952335126528,Contenuto
1461823952335126528,Sorpresa
1461823952335126528,Rabbia
1461823952335126528,Disgusto
1461787043932086276,Ironia
1461787043932086276,Contenitore
1461787043932086276,Fiducia
1461803468100931586,Citazione
1461803468100931586,Contenuto
1461840622994788355,Contenitore
1461654322178056196,Contenuto
1461793842454315014,Contenitore
1461793842454315014,Anticipazione
1461793842454315014,Gioia
1461811922618273804,Contenuto
1461811922618273804,Neutro
1462634381940596742,Rabbia
1462634381940596742,Sorpresa
1462634381940596742,Tristezza
1461830281837559811,Anticipazione
1461830281837559811,Contenitore
1461830281837559811,Fiducia
1461810977901527040,Anticipazione
1461810977901527040,Contenitore
1461810977901527040,Sorpresa
1462127981732765704,Contenuto
1461809541662789634,Fiducia
1461809541662789634,Gioia
1461809541662789634,Contenitore
1461809541662789634,Ironia
1462367023946776578,Contenuto
1461812136670375944,Citazione
1461812136670375944,Gioia
1461812136670375944,Amore
1461812136670375944,Fiducia
1461627858334502913,Contenitore
1461627858334502913,Gioia
1461627858334502913,Anticipazione
1461809242311213065,Sorpresa
1461809242311213065,Contenuto
1461809242311213065,Ironia
1461799586251657216,Contenitore
1461799586251657216,Gioia
1461826706524839936,Contenuto
1461838023591665666,Rabbia
1461838023591665666,Contenuto
1461838023591665666,Disgusto
1461805644865060868,Ironia
1461805644865060868,Gioia
1461805644865060868,Contenuto
1461804520430784512,Ironia
1461804520430784512,Contenuto
1461804520430784512,Gioia
1461802055304200201,Ironia
1461802055304200201,Gioia
1461802055304200201,Contenuto
1461811095367266310,Contenitore
1461811095367266310,Citazione
1461811095367266310,Gioia
1461811281573425159,Contenitore
1461811281573425159,Gioia
1461811281573425159,Fiducia
1461842586663112718,Tristezza
1461842586663112718,Contenuto
1461807401288585222,Contenitore
1461807401288585222,Gioia
1461815724897452041,Contenitore
1461803908284796932,Neutro
1461803908284796932,Ironia
1461803908284796932,Contenitore
1461792960895406089,Anticipazione
1461792960895406089,Fiducia
1461792960895406089,Contenitore
1461804037490282502,Contenitore
1461804037490282502,Tristezza
1461836814638059526,Contenitore
1461836814638059526,Gioia
1461836814638059526,Fiducia
1461805677790351361,Gioia
1461805677790351361,Contenitore
1461805677790351361,Ironia
1461809274431148034,Gioia
1461809274431148034,Contenitore
1462005235782754309,Contenitore
1462005235782754309,Ironia
1462005235782754309,Rabbia
1461823030058012678,Contenuto
1461823030058012678,Anticipazione
1461823030058012678,Fiducia
1461827110520209418,Contenitore
1461827110520209418,Contenuto
1461823274413867009,Tristezza
1461823274413867009,Disgusto
1461823274413867009,Contenuto
1461802797612126218,Ironia
1461802797612126218,Sorpresa
1462031917394583554,Rabbia
1462031917394583554,Contenitore
1462031917394583554,Disgusto
1462031917394583554,Offensivita
1462031917394583554,Sarcasmo
1461813459054649344,Gioia
1461813459054649344,Contenitore
1461837435030102021,Amore
1461837435030102021,Gioia
1461837435030102021,Fiducia
1461837435030102021,Contenuto
1462375166630051841,Disgusto
1462375166630051841,Ironia
1461815980003368983,Gioia
1461815980003368983,Amore
1461815980003368983,Fiducia
1461815980003368983,Contenitore
1461802549695197198,Fiducia
1461802549695197198,Contenitore
1461802549695197198,Gioia
1461802549695197198,Sorpresa
1461793713345208331,Gioia
1461793713345208331,Contenitore
1461839503677603846,Gioia
1461839503677603846,Contenitore
1461798527403712516,Contenuto
1461804748915580930,Contenuto
1461804768754548740,Gioia
1461804768754548740,Contenuto
1461804768754548740,Ironia
1461812344288337927,Fiducia
1461812344288337927,Amore
1461812344288337927,Gioia
1461812344288337927,Contenitore
1461860214374899713,Contenitore
1461860214374899713,Amore
1461807341368664064,Contenitore
1461794063984865286,Contenuto
1461794063984865286,Fiducia
1461826774397067273,Paura
1461826774397067273,Sorpresa
1461826774397067273,Tristezza
1461826774397067273,Contenuto
1461963572678959107,Incomprensibile
1461796122498895876,Contenitore
1461796122498895876,Gioia
1461796122498895876,Amore
1461812244551979012,Citazione
1462332534679822339,Contenitore
1462332534679822339,Tristezza
1461990126939254786,Ironia
1462160225985777670,Incomprensibile
1462052683901292551,Incomprensibile
1462096888228978688,Incomprensibile
1461811485416562690,Ironia
1461811485416562690,Contenitore
1461811485416562690,Gioia
1461839660032962561,Contenuto
1461839660032962561,Tristezza
1461839660032962561,Fiducia
1461839660032962561,Anticipazione
1461793165128646656,Contenitore
1461793165128646656,Gioia
1461812827430305803,Gioia
1461812827430305803,Contenitore
1461812827430305803,Citazione
1461812827430305803,Contenuto
1461802760198934530,Contenitore
1461802760198934530,Fiducia
1461835502894604295,Ironia
1461835502894604295,Contenitore
1461835502894604295,Sorpresa
1461835502894604295,Gioia
1461772909211525126,Anticipazione
1461772909211525126,Contenuto
1461843727643815939,Ironia
1461843727643815939,Anticipazione
1461826572017668103,Incomprensibile
1461825928473071619,Incomprensibile
1461978100359733253,Contenuto
1461978100359733253,Paura
1461978100359733253,Disgusto
1461829379324059656,Rabbia
1461803436811460608,Gioia
1461803436811460608,Fiducia
1461803436811460608,Contenitore
1461803436811460608,Sorpresa
1461803436811460608,Ironia
